Id,Subscribers,CC,Views,Length,Automobile,Blog,Comedy,Entertainment,Food,Informative,News,Science,Tech,VideoGames,Title_Length,Title_Upper,Title_Digit,Title_Punct
thumbnails\images\DRIVETRIBE\eivrK9xjRNg,2060,0,4700,156,0.5,0,0.5,0,0,0,0,0,0,0,60,0.0666666666666667,0,0
thumbnails\images\DRIVETRIBE\geUg4U7ru4Y,2060,0,3000,435,0.5,0,0.5,0,0,0,0,0,0,0,42,0.119047619047619,0,0
thumbnails\images\DRIVETRIBE\hzDzv4NVlfE,2060,0,4300,509,0.5,0,0.5,0,0,0,0,0,0,0,31,0.0645161290322581,0,0.032258064516129
thumbnails\images\DRIVETRIBE\l6oF3_x4WQs,2060,0,2400,523,0.5,0,0.5,0,0,0,0,0,0,0,45,0.111111111111111,0,0
thumbnails\images\DRIVETRIBE\lKdY1OoCZ4U,2060,0,2700,435,0.5,0,0.5,0,0,0,0,0,0,0,59,0.0338983050847458,0,0
thumbnails\images\DRIVETRIBE\lRt56Y9JMEg,2060,0,2600,360,0.5,0,0.5,0,0,0,0,0,0,0,73,0.0547945205479452,0,0.0136986301369863
thumbnails\images\DRIVETRIBE\lxNUFWs2VBw,2060,0,2400,989,0.5,0,0.5,0,0,0,0,0,0,0,36,0.25,0.0277777777777778,0
thumbnails\images\DRIVETRIBE\nxnZe6wjjqU,2060,0,3900,361,0.5,0,0.5,0,0,0,0,0,0,0,71,0.0704225352112676,0,0
thumbnails\images\DRIVETRIBE\vac6mJE8rqo,2060,0,5300,406,0.5,0,0.5,0,0,0,0,0,0,0,51,0.0980392156862745,0,0
thumbnails\images\DRIVETRIBE\wgzmxJPting,2060,0,3300,225,0.5,0,0.5,0,0,0,0,0,0,0,72,0.0555555555555556,0.0138888888888889,0.0138888888888889
thumbnails\images\DRIVETRIBE\xJZlhECK0Ps,2060,0,3900,341,0.5,0,0.5,0,0,0,0,0,0,0,65,0.0153846153846154,0,0
thumbnails\images\DRIVETRIBE\yBrVN7OugFs,2060,1,19000,295,0.5,0,0.5,0,0,0,0,0,0,0,47,0.0425531914893617,0,0.0212765957446809
thumbnails\images\DRIVETRIBE\yGBtoUt7Q9g,2060,0,3500,254,0.5,0,0.5,0,0,0,0,0,0,0,64,0.0625,0,0
thumbnails\images\Doctor Who\0ZWGeidvrJw,1590,1,8500,260,0,0,0,1,0,0,0,0,0,0,67,0.119402985074627,0,0
thumbnails\images\Doctor Who\0e71KWwE5Fk,1590,1,7600,193,0,0,0,1,0,0,0,0,0,0,98,0.183673469387755,0.0102040816326531,0.0306122448979592
thumbnails\images\Doctor Who\4F84WapAH7M,1590,1,6500,245,0,0,0,1,0,0,0,0,0,0,74,0.135135135135135,0,0
thumbnails\images\Doctor Who\6AxCoMbiZfk,1590,1,4800,199,0,0,0,1,0,0,0,0,0,0,78,0.153846153846154,0,0
thumbnails\images\Doctor Who\BJP9o4BEziI,1590,1,3700,253,0,0,0,1,0,0,0,0,0,0,54,0.148148148148148,0,0.0185185185185185
thumbnails\images\Doctor Who\BgVJDd5vHfw,1590,1,5300,251,0,0,0,1,0,0,0,0,0,0,94,0.159574468085106,0,0.0319148936170213
thumbnails\images\Doctor Who\ByPrDPbdRhc,1590,1,7100,253,0,0,0,1,0,0,0,0,0,0,47,0.127659574468085,0,0.0212765957446809
thumbnails\images\Doctor Who\DLjJwW1lFxI,1590,1,10000,238,0,0,0,1,0,0,0,0,0,0,75,0.146666666666667,0,0
thumbnails\images\Doctor Who\G5wcCPw5FEg,1590,1,3200,250,0,0,0,1,0,0,0,0,0,0,61,0.131147540983607,0,0
thumbnails\images\Doctor Who\GXdEWSoRi0g,1590,1,3100,240,0,0,0,1,0,0,0,0,0,0,68,0.161764705882353,0,0.0147058823529412
thumbnails\images\Doctor Who\GoVLhUxhdSw,1590,1,8100,234,0,0,0,1,0,0,0,0,0,0,53,0.132075471698113,0,0
thumbnails\images\Doctor Who\IkWxMG-JDk4,1590,0,5100,140,0,0,0,1,0,0,0,0,0,0,92,0.195652173913043,0,0.0108695652173913
thumbnails\images\Doctor Who\Qxn2b2LW6bQ,1590,1,5500,244,0,0,0,1,0,0,0,0,0,0,48,0.208333333333333,0,0
thumbnails\images\Doctor Who\ZqNDkSqL4TA,1590,1,3200,247,0,0,0,1,0,0,0,0,0,0,75,0.186666666666667,0,0
thumbnails\images\Doctor Who\Zs0qpASAtCA,1590,1,3600,261,0,0,0,1,0,0,0,0,0,0,75,0.186666666666667,0,0
thumbnails\images\Doctor Who\a8HoZlhenZ4,1590,1,3100,245,0,0,0,1,0,0,0,0,0,0,67,0.253731343283582,0,0.0298507462686567
thumbnails\images\Doctor Who\cwdbLu_x0gY,1590,1,5500,261,0,0,0,1,0,0,0,0,0,0,33,0.151515151515152,0,0.0606060606060606
thumbnails\images\Doctor Who\fIGCYqzjgRc,1590,1,3500,134,0,0,0,1,0,0,0,0,0,0,71,0.183098591549296,0,0
thumbnails\images\Doctor Who\gQHC7a9JEQQ,1590,1,3500,242,0,0,0,1,0,0,0,0,0,0,63,0.158730158730159,0,0
thumbnails\images\Doctor Who\qa3NM9Jhkn0,1590,1,4100,183,0,0,0,1,0,0,0,0,0,0,84,0.142857142857143,0,0
thumbnails\images\Doctor Who\sVEY5AL5zzk,1590,1,6900,146,0,0,0,1,0,0,0,0,0,0,95,0.168421052631579,0,0
thumbnails\images\Doctor Who\uPjJ_VAubRs,1590,1,3100,251,0,0,0,1,0,0,0,0,0,0,53,0.226415094339623,0,0.0566037735849057
thumbnails\images\Doctor Who\ubTJI_UphPk,1590,1,20000,207,0,0,0,1,0,0,0,0,0,0,73,0.123287671232877,0,0
thumbnails\images\Doctor Who\w4xm9NHNUf8,1590,1,5300,215,0,0,0,1,0,0,0,0,0,0,60,0.15,0,0
thumbnails\images\Doctor Who\yIfrEMhtu2o,1590,1,3100,248,0,0,0,1,0,0,0,0,0,0,63,0.174603174603175,0,0.0634920634920635
thumbnails\images\Doctor Who\yJqsPBWbtjk,1590,1,8000,303,0,0,0,1,0,0,0,0,0,0,78,0.128205128205128,0,0
thumbnails\images\Donut Media\895AKrvz_AI,6120,1,5100,755,1,0,0,0,0,0,0,0,0,0,43,0.116279069767442,0,0.0232558139534884
thumbnails\images\Donut Media\8kef1wXcQYw,6120,1,5200,986,1,0,0,0,0,0,0,0,0,0,66,0.0909090909090909,0.106060606060606,0.0454545454545455
thumbnails\images\Donut Media\A_Aw1auPWe0,6120,1,4500,763,1,0,0,0,0,0,0,0,0,0,32,0.625,0,0
thumbnails\images\Donut Media\EM4odIQZVgw,6120,1,5300,888,1,0,0,0,0,0,0,0,0,0,47,0.25531914893617,0,0.0212765957446809
thumbnails\images\Donut Media\H7M74iEonn0,6120,1,6200,872,1,0,0,0,0,0,0,0,0,0,38,0.131578947368421,0.0263157894736842,0
thumbnails\images\Donut Media\LOhu1AmuOGo,6120,1,10000,192,1,0,0,0,0,0,0,0,0,0,43,0.13953488372093,0,0.0232558139534884
thumbnails\images\Donut Media\LjZlAzr8MuQ,6120,1,5100,710,1,0,0,0,0,0,0,0,0,0,21,0.380952380952381,0,0
thumbnails\images\Donut Media\MnmrEMbDdyA,6120,1,6100,1354,1,0,0,0,0,0,0,0,0,0,33,0.121212121212121,0.242424242424242,0.0303030303030303
thumbnails\images\Donut Media\MqarV06DDWo,6120,1,5200,461,1,0,0,0,0,0,0,0,0,0,49,0.163265306122449,0,0.0204081632653061
thumbnails\images\Donut Media\P7pUT0gbZZQ,6120,1,4500,1111,1,0,0,0,0,0,0,0,0,0,39,0.256410256410256,0,0.0256410256410256
thumbnails\images\Donut Media\PYzhuFS8YkE,6120,1,5100,1945,1,0,0,0,0,0,0,0,0,0,49,0.224489795918367,0,0.0204081632653061
thumbnails\images\Donut Media\Viz-GXRBj0E,6120,1,5200,511,1,0,0,0,0,0,0,0,0,0,42,0.547619047619048,0.0238095238095238,0.0238095238095238
thumbnails\images\Donut Media\VuafXmP254E,6120,1,4700,637,1,0,0,0,0,0,0,0,0,0,57,0.157894736842105,0.087719298245614,0.0350877192982456
thumbnails\images\Donut Media\WBxqiUhadyY,6120,1,4300,1538,1,0,0,0,0,0,0,0,0,0,44,0.272727272727273,0.0227272727272727,0.0227272727272727
thumbnails\images\Donut Media\WvSjrHzKd8E,6120,1,5500,739,1,0,0,0,0,0,0,0,0,0,36,0.111111111111111,0.194444444444444,0.0277777777777778
thumbnails\images\Donut Media\ZWHg5V0JliE,6120,1,6800,142,1,0,0,0,0,0,0,0,0,0,60,0.166666666666667,0,0.0333333333333333
thumbnails\images\Donut Media\b1gIqVsRoaw,6120,0,4300,1053,1,0,0,0,0,0,0,0,0,0,49,0.224489795918367,0,0.0204081632653061
thumbnails\images\Donut Media\daMJS6dk80o,6120,1,4600,934,1,0,0,0,0,0,0,0,0,0,33,0.151515151515152,0,0
thumbnails\images\Donut Media\eEvjPwb8y4U,6120,1,12000,2661,1,0,0,0,0,0,0,0,0,0,57,0.140350877192982,0.140350877192982,0.0526315789473684
thumbnails\images\Donut Media\gKMxgXcnS6g,6120,1,4500,848,1,0,0,0,0,0,0,0,0,0,64,0.265625,0.015625,0.015625
thumbnails\images\Donut Media\j1LDtdlDyjU,6120,1,5700,589,1,0,0,0,0,0,0,0,0,0,54,0.203703703703704,0,0.0185185185185185
thumbnails\images\Donut Media\kvCHcrzLL8I,6120,1,4900,808,1,0,0,0,0,0,0,0,0,0,55,0.127272727272727,0,0.0181818181818182
thumbnails\images\Donut Media\lrCwmpjR77U,6120,1,5000,436,1,0,0,0,0,0,0,0,0,0,38,0.157894736842105,0,0.0263157894736842
thumbnails\images\Donut Media\nNmRDRfnX6U,6120,1,6600,685,1,0,0,0,0,0,0,0,0,0,52,0.173076923076923,0,0
thumbnails\images\Donut Media\obUnEqsTmLg,6120,1,20000,225,1,0,0,0,0,0,0,0,0,0,60,0.166666666666667,0.0666666666666667,0.05
thumbnails\images\Donut Media\pfaDYkeHd-4,6120,1,6100,1328,1,0,0,0,0,0,0,0,0,0,54,0.277777777777778,0,0.0185185185185185
thumbnails\images\Donut Media\q1UytQTIECk,6120,1,4500,1000,1,0,0,0,0,0,0,0,0,0,41,0.0975609756097561,0.195121951219512,0.0487804878048781
thumbnails\images\Donut Media\q9ZcPtvTKpY,6120,1,4800,617,1,0,0,0,0,0,0,0,0,0,38,0.157894736842105,0,0.0263157894736842
thumbnails\images\Donut Media\z9rfPuCuDmc,6120,1,5300,542,1,0,0,0,0,0,0,0,0,0,60,0.15,0,0.0166666666666667
thumbnails\images\Dr. Becky\-dmiS_6YrGU,378,0,220,1004,0,0,0,0,0,0,0,1,0,0,37,0.027027027027027,0,0.0810810810810811
thumbnails\images\Dr. Becky\0VgAHq8xXWs,378,0,290,942,0,0,0,0,0,0,0,1,0,0,77,0.0779220779220779,0,0.038961038961039
thumbnails\images\Dr. Becky\8Sm99OVG5A8,378,0,336,1002,0,0,0,0,0,0,0,1,0,0,50,0.08,0,0.04
thumbnails\images\Dr. Becky\8ehoj-y3b1s,378,0,453,1320,0,0,0,0,0,0,0,1,0,0,45,0.111111111111111,0.0444444444444444,0.0222222222222222
thumbnails\images\Dr. Becky\HqYlqWvlPTA,378,0,492,939,0,0,0,0,0,0,0,1,0,0,42,0.142857142857143,0,0
thumbnails\images\Dr. Becky\IEtPy0o8i0M,378,0,272,642,0,0,0,0,0,0,0,1,0,0,50,0.04,0,0.04
thumbnails\images\Dr. Becky\IHMFDxLcMYs,378,0,209,1684,0,0,0,0,0,0,0,1,0,0,65,0.0923076923076923,0,0.0615384615384615
thumbnails\images\Dr. Becky\IVQ3yH-Zusg,378,0,281,888,0,0,0,0,0,0,0,1,0,0,66,0.0454545454545455,0.121212121212121,0.0151515151515152
thumbnails\images\Dr. Becky\O25-_eEdxaw,378,0,645,1211,0,0,0,0,0,0,0,1,0,0,39,0.307692307692308,0,0
thumbnails\images\Dr. Becky\O9ZlqWp7620,378,0,533,1404,0,0,0,0,0,0,0,1,0,0,66,0.136363636363636,0,0
thumbnails\images\Dr. Becky\QCv87K_y97w,378,0,284,1549,0,0,0,0,0,0,0,1,0,0,97,0.0515463917525773,0,0.0206185567010309
thumbnails\images\Dr. Becky\RfRGIhrWWFI,378,0,386,1420,0,0,0,0,0,0,0,1,0,0,48,0.0833333333333333,0,0.0208333333333333
thumbnails\images\Dr. Becky\TfPz27jsFiU,378,1,325,1554,0,0,0,0,0,0,0,1,0,0,53,0.0943396226415094,0,0.0377358490566038
thumbnails\images\Dr. Becky\VR0xCO7BFgo,378,0,333,927,0,0,0,0,0,0,0,1,0,0,30,0.266666666666667,0,0.0333333333333333
thumbnails\images\Dr. Becky\XW_qIqLhPkI,378,0,2200,1115,0,0,0,0,0,0,0,1,0,0,59,0.0677966101694915,0,0
thumbnails\images\Dr. Becky\cPouwOKMS2s,378,0,261,1111,0,0,0,0,0,0,0,1,0,0,61,0.0819672131147541,0,0
thumbnails\images\Dr. Becky\cnn_5YMpo3Q,378,0,504,1528,0,0,0,0,0,0,0,1,0,0,88,0.0681818181818182,0.0454545454545455,0.0113636363636364
thumbnails\images\Dr. Becky\dtfEzDAlL5k,378,0,348,1194,0,0,0,0,0,0,0,1,0,0,55,0.0545454545454545,0,0.0545454545454545
thumbnails\images\Dr. Becky\fihVzPl7Dys,378,0,393,842,0,0,0,0,0,0,0,1,0,0,50,0.16,0,0.04
thumbnails\images\Dr. Becky\fqHJ05IO-cA,378,0,202,1513,0,0,0,0,0,0,0,1,0,0,73,0.150684931506849,0.0547945205479452,0.0273972602739726
thumbnails\images\Dr. Becky\j7Q5vP3R-2M,378,1,483,536,0,0,0,0,0,0,0,1,0,0,52,0.153846153846154,0,0
thumbnails\images\Dr. Becky\jA-DBKQsHp0,378,1,265,1654,0,0,0,0,0,0,0,1,0,0,99,0.0707070707070707,0.0101010101010101,0.0707070707070707
thumbnails\images\Dr. Becky\mvmwqx5vjps,378,0,731,684,0,0,0,0,0,0,0,1,0,0,34,0.235294117647059,0,0.0588235294117647
thumbnails\images\Dr. Becky\nbE8B7zggUg,378,0,258,1790,0,0,0,0,0,0,0,1,0,0,79,0.0253164556962025,0,0.0126582278481013
thumbnails\images\Dr. Becky\noT8kkdl8hE,378,0,289,1175,0,0,0,0,0,0,0,1,0,0,97,0.11340206185567,0,0.0206185567010309
thumbnails\images\Dr. Becky\qXkM0ItZ_X8,378,0,416,1031,0,0,0,0,0,0,0,1,0,0,57,0.192982456140351,0,0
thumbnails\images\Dr. Becky\yQl-RYrbRas,378,0,328,850,0,0,0,0,0,0,0,1,0,0,46,0.0217391304347826,0.0217391304347826,0.0434782608695652
thumbnails\images\Dr. Becky\yq0zyA6Yr7o,378,1,445,998,0,0,0,0,0,0,0,1,0,0,72,0.0972222222222222,0,0.0138888888888889
thumbnails\images\DramaAlert\-8tk0uk17gc,5720,0,3800,615,0,1,0,0,0,0,0,0,0,0,97,0.484536082474227,0,0.0721649484536082
thumbnails\images\DramaAlert\-my4qBBNRBI,5720,0,3100,639,0,1,0,0,0,0,0,0,0,0,77,0.298701298701299,0.025974025974026,0.0649350649350649
thumbnails\images\DramaAlert\AKNcIO3mum0,5720,1,3000,566,0,1,0,0,0,0,0,0,0,0,84,0.119047619047619,0.0238095238095238,0.0595238095238095
thumbnails\images\DramaAlert\AmKX9tCVtUE,5720,0,5500,1330,0,1,0,0,0,0,0,0,0,0,31,0.193548387096774,0,0
thumbnails\images\DramaAlert\CV7r9O9AbrA,5720,1,2900,605,0,1,0,0,0,0,0,0,0,0,88,0.295454545454545,0.0227272727272727,0.0681818181818182
thumbnails\images\DramaAlert\EC14e50xoDE,5720,0,3200,657,0,1,0,0,0,0,0,0,0,0,53,0.320754716981132,0,0.0754716981132075
thumbnails\images\DramaAlert\MSpcdzwBatg,5720,1,3300,786,0,1,0,0,0,0,0,0,0,0,95,0.221052631578947,0,0.0631578947368421
thumbnails\images\DramaAlert\NkBmPIm3JDk,5720,0,3700,498,0,1,0,0,0,0,0,0,0,0,81,0.469135802469136,0,0.0493827160493827
thumbnails\images\DramaAlert\OSxO1sC1Zfw,5720,1,3200,350,0,1,0,0,0,0,0,0,0,0,83,0.530120481927711,0.0120481927710843,0.0481927710843374
thumbnails\images\DramaAlert\QyUFG359bLY,5720,1,3000,513,0,1,0,0,0,0,0,0,0,0,53,0.39622641509434,0,0.0754716981132075
thumbnails\images\DramaAlert\TClYGrDD5fI,5720,0,5600,798,0,1,0,0,0,0,0,0,0,0,97,0.298969072164948,0,0.0412371134020619
thumbnails\images\DramaAlert\TK1IAe1eDCo,5720,0,3000,674,0,1,0,0,0,0,0,0,0,0,73,0.356164383561644,0,0.0547945205479452
thumbnails\images\DramaAlert\UzEyHb4mvkk,5720,1,3300,607,0,1,0,0,0,0,0,0,0,0,70,0.271428571428571,0,0.0857142857142857
thumbnails\images\DramaAlert\VpdK79WVd_M,5720,0,3600,1233,0,1,0,0,0,0,0,0,0,0,40,0.1,0.1,0.05
thumbnails\images\DramaAlert\XCRSyxwE9IY,5720,1,4400,569,0,1,0,0,0,0,0,0,0,0,99,0.222222222222222,0.0202020202020202,0.0404040404040404
thumbnails\images\DramaAlert\bCtllVKT2tA,5720,0,3000,941,0,1,0,0,0,0,0,0,0,0,90,0.233333333333333,0,0.0666666666666667
thumbnails\images\DramaAlert\epziREoUSnU,5720,1,3700,1380,0,1,0,0,0,0,0,0,0,0,57,0.140350877192982,0,0.105263157894737
thumbnails\images\DramaAlert\k_UZ6t6Avsw,5720,1,2900,618,0,1,0,0,0,0,0,0,0,0,77,0.194805194805195,0,0.0779220779220779
thumbnails\images\DramaAlert\m-_yImAhNj0,5720,0,4900,988,0,1,0,0,0,0,0,0,0,0,68,0.470588235294118,0.0441176470588235,0.0588235294117647
thumbnails\images\DramaAlert\n38Qxi7TVWo,5720,1,11000,135,0,1,0,0,0,0,0,0,0,0,54,0.277777777777778,0,0.0740740740740741
thumbnails\images\DramaAlert\nhXbdSaCddw,5720,0,3400,623,0,1,0,0,0,0,0,0,0,0,82,0.317073170731707,0,0.0609756097560976
thumbnails\images\DramaAlert\nl-krobOENg,5720,0,3400,473,0,1,0,0,0,0,0,0,0,0,80,0.275,0,0.1
thumbnails\images\DramaAlert\rXAHfruN6OA,5720,0,2900,526,0,1,0,0,0,0,0,0,0,0,81,0.320987654320988,0,0.0493827160493827
thumbnails\images\DramaAlert\s8ccbEhZYTc,5720,1,3100,551,0,1,0,0,0,0,0,0,0,0,84,0.285714285714286,0.0238095238095238,0.0595238095238095
thumbnails\images\DramaAlert\uB_p1Pyv1ps,5720,0,3300,670,0,1,0,0,0,0,0,0,0,0,88,0.215909090909091,0,0.0568181818181818
thumbnails\images\DramaAlert\uqfw79PTwTw,5720,0,3400,1810,0,1,0,0,0,0,0,0,0,0,41,0.170731707317073,0.024390243902439,0.0731707317073171
thumbnails\images\DramaAlert\vymlkhTgk_Y,5720,0,3200,1240,0,1,0,0,0,0,0,0,0,0,55,0.327272727272727,0,0.0181818181818182
thumbnails\images\DramaAlert\w1DABg8pSMY,5720,0,3200,1118,0,1,0,0,0,0,0,0,0,0,65,0.261538461538462,0,0.0461538461538462
thumbnails\images\DramaAlert\wVgWeOEw3Ag,5720,0,2900,697,0,1,0,0,0,0,0,0,0,0,90,0.388888888888889,0,0.0555555555555556
thumbnails\images\DramaAlert\ydMVeQyOv3E,5720,0,2900,391,0,1,0,0,0,0,0,0,0,0,78,0.307692307692308,0,0.0256410256410256
thumbnails\images\Drew Gooden\15AGWA9bTjo,3460,1,6000,1253,0,1,0,0,0,0,0,0,0,0,27,0.148148148148148,0,0.037037037037037
thumbnails\images\Drew Gooden\282lGw6q-SY,3460,1,5700,941,0,1,0,0,0,0,0,0,0,0,50,0.1,0,0
thumbnails\images\Drew Gooden\5KrRqeZbmrs,3460,1,7300,1103,0,1,0,0,0,0,0,0,0,0,23,0.130434782608696,0,0.0434782608695652
thumbnails\images\Drew Gooden\AGjxX4gvaqk,3460,1,6200,2256,0,1,0,0,0,0,0,0,0,0,43,0.0930232558139535,0,0
thumbnails\images\Drew Gooden\BfzXLjK6Pno,3460,1,5500,754,0,1,0,0,0,0,0,0,0,0,26,0.192307692307692,0,0
thumbnails\images\Drew Gooden\GxLwDHjIp4c,3460,1,6600,1457,0,1,0,0,0,0,0,0,0,0,41,0.0487804878048781,0,0.024390243902439
thumbnails\images\Drew Gooden\LFOUK8OCopM,3460,1,6900,1093,0,1,0,0,0,0,0,0,0,0,33,0.181818181818182,0,0
thumbnails\images\Drew Gooden\NICir0cWsEY,3460,1,6200,1202,0,1,0,0,0,0,0,0,0,0,24,0.208333333333333,0,0
thumbnails\images\Drew Gooden\QRpDIdPFUXg,3460,1,7600,1079,0,1,0,0,0,0,0,0,0,0,53,0.0943396226415094,0,0.0377358490566038
thumbnails\images\Drew Gooden\Strwla1ELdA,3460,0,7800,2889,0,1,0,0,0,0,0,0,0,0,25,0.2,0,0.08
thumbnails\images\Drew Gooden\TJvHHgGerJg,3460,1,7600,1200,0,1,0,0,0,0,0,0,0,0,26,0.153846153846154,0,0.0384615384615385
thumbnails\images\Drew Gooden\Tfb99MZlqKY,3460,1,8600,1282,0,1,0,0,0,0,0,0,0,0,54,0.037037037037037,0,0
thumbnails\images\Drew Gooden\UTHKgVPZ-is,3460,1,5700,1803,0,1,0,0,0,0,0,0,0,0,41,0.0487804878048781,0,0
thumbnails\images\Drew Gooden\V_m7Ik9NZWk,3460,1,6300,1073,0,1,0,0,0,0,0,0,0,0,31,0.161290322580645,0,0
thumbnails\images\Drew Gooden\YIafrsAWS1Y,3460,1,6700,1123,0,1,0,0,0,0,0,0,0,0,67,0.119402985074627,0,0.0447761194029851
thumbnails\images\Drew Gooden\_uX9adalziQ,3460,1,6100,1432,0,1,0,0,0,0,0,0,0,0,32,0.1875,0,0
thumbnails\images\Drew Gooden\bibPGJBDILQ,3460,1,12000,1734,0,1,0,0,0,0,0,0,0,0,44,0.181818181818182,0,0
thumbnails\images\Drew Gooden\gqibxjObZ-I,3460,1,7700,1208,0,1,0,0,0,0,0,0,0,0,54,0.166666666666667,0,0.037037037037037
thumbnails\images\Drew Gooden\hhSYpPSnfww,3460,1,6800,1404,0,1,0,0,0,0,0,0,0,0,25,0.16,0,0
thumbnails\images\Drew Gooden\iI48g7YTZFA,3460,1,8900,1142,0,1,0,0,0,0,0,0,0,0,24,0.125,0,0
thumbnails\images\Drew Gooden\lex6USTugUU,3460,1,13000,1344,0,1,0,0,0,0,0,0,0,0,26,0.153846153846154,0,0
thumbnails\images\Drew Gooden\lz7UgBP-m7w,3460,1,5600,1205,0,1,0,0,0,0,0,0,0,0,37,0.216216216216216,0.0540540540540541,0.027027027027027
thumbnails\images\Drew Gooden\qeAfdT1Ihpg,3460,1,8300,1277,0,1,0,0,0,0,0,0,0,0,14,0.214285714285714,0,0
thumbnails\images\Drew Gooden\r9cLluDKIhk,3460,1,8200,803,0,1,0,0,0,0,0,0,0,0,58,0.103448275862069,0,0.0172413793103448
thumbnails\images\Drew Gooden\rk95JDlI9es,3460,1,6700,952,0,1,0,0,0,0,0,0,0,0,34,0.205882352941176,0,0.0294117647058824
thumbnails\images\Drew Gooden\s9X9qymgshE,3460,0,5400,650,0,1,0,0,0,0,0,0,0,0,44,0.181818181818182,0,0.0227272727272727
thumbnails\images\Drew Gooden\sz3aopl4OhI,3460,1,7100,1073,0,1,0,0,0,0,0,0,0,0,34,0.176470588235294,0,0.0588235294117647
thumbnails\images\Drew Gooden\tMNxgi_0eKA,3460,1,10000,1174,0,1,0,0,0,0,0,0,0,0,45,0.133333333333333,0,0.0222222222222222
thumbnails\images\Drew Gooden\va4P3RKW7T0,3460,1,6200,1463,0,1,0,0,0,0,0,0,0,0,41,0.0975609756097561,0,0.024390243902439
thumbnails\images\Drew Gooden\yCdbHiVPYwI,3460,1,14000,1120,0,1,0,0,0,0,0,0,0,0,48,0.125,0,0.0625
thumbnails\images\Eater\0xPwHR8_D2w,3000,1,4800,463,0,0,0,0,1,0,0,0,0,0,84,0.154761904761905,0.0595238095238095,0.0238095238095238
thumbnails\images\Eater\1GfuKF4uENc,3000,1,4700,527,0,0,0,0,1,0,0,0,0,0,73,0.150684931506849,0,0.0547945205479452
thumbnails\images\Eater\39ii9LvnDoE,3000,0,6500,800,0,0,0,0,1,0,0,0,0,0,79,0.151898734177215,0,0.0126582278481013
thumbnails\images\Eater\3s4tvVS9VO0,3000,0,10000,264,0,0,0,0,1,0,0,0,0,0,50,0.14,0,0
thumbnails\images\Eater\AQWeO5wMekQ,3000,1,9800,577,0,0,0,0,1,0,0,0,0,0,68,0.161764705882353,0,0.0147058823529412
thumbnails\images\Eater\Jl0IDXkYKbk,3000,1,10000,850,0,0,0,0,1,0,0,0,0,0,76,0.118421052631579,0,0.0263157894736842
thumbnails\images\Eater\Lwq2WfpY-ss,3000,1,6200,473,0,0,0,0,1,0,0,0,0,0,99,0.131313131313131,0,0.0202020202020202
thumbnails\images\Eater\N5SrDhe4bE0,3000,1,15000,680,0,0,0,0,1,0,0,0,0,0,93,0.150537634408602,0.010752688172043,0.010752688172043
thumbnails\images\Eater\NGbFtTYQpus,3000,1,13000,899,0,0,0,0,1,0,0,0,0,0,95,0.136842105263158,0,0.0210526315789474
thumbnails\images\Eater\P09pTe54uKM,3000,1,5000,421,0,0,0,0,1,0,0,0,0,0,73,0.150684931506849,0,0.0136986301369863
thumbnails\images\Eater\REhLHpdLCE0,3000,1,5100,500,0,0,0,0,1,0,0,0,0,0,63,0.158730158730159,0,0.0476190476190476
thumbnails\images\Eater\RyLXLFaspj0,3000,0,5500,231,0,0,0,0,1,0,0,0,0,0,62,0.161290322580645,0.0161290322580645,0.0161290322580645
thumbnails\images\Eater\X2jakwIVLbY,3000,1,21000,955,0,0,0,0,1,0,0,0,0,0,84,0.142857142857143,0,0.0238095238095238
thumbnails\images\Eater\Xnaj9ULhwqU,3000,1,9500,709,0,0,0,0,1,0,0,0,0,0,77,0.142857142857143,0.0779220779220779,0.025974025974026
thumbnails\images\Eater\YLWjn0TFH3U,3000,1,7100,676,0,0,0,0,1,0,0,0,0,0,86,0.13953488372093,0.0116279069767442,0.0116279069767442
thumbnails\images\Eater\_bggaA5AURA,3000,1,6000,666,0,0,0,0,1,0,0,0,0,0,98,0.142857142857143,0,0.0204081632653061
thumbnails\images\Eater\mTztlpAcips,3000,1,5000,699,0,0,0,0,1,0,0,0,0,0,78,0.128205128205128,0,0.0128205128205128
thumbnails\images\Eater\mqZS-hEPE6k,3000,1,6500,845,0,0,0,0,1,0,0,0,0,0,90,0.122222222222222,0.0222222222222222,0.0222222222222222
thumbnails\images\Eater\oAADFdfa-G4,3000,1,6100,1547,0,0,0,0,1,0,0,0,0,0,84,0.154761904761905,0,0.0238095238095238
thumbnails\images\Eater\uyU-lKE0Go8,3000,1,5800,821,0,0,0,0,1,0,0,0,0,0,86,0.151162790697674,0,0.0116279069767442
thumbnails\images\Eater\z2qNEOnlxjA,3000,1,9400,834,0,0,0,0,1,0,0,0,0,0,90,0.155555555555556,0,0.0333333333333333
thumbnails\images\ElectroBOOM\-28pKoQdMl8,4970,1,4300,367,0,0,0,0,0,0,0,1,0,0,43,0.162790697674419,0,0.0232558139534884
thumbnails\images\ElectroBOOM\06w3-l1AzFk,4970,1,4700,655,0,0,0,0,0,0,0,1,0,0,37,0.513513513513513,0,0.0540540540540541
thumbnails\images\ElectroBOOM\06xFhUHFnx8,4970,1,4400,603,0,0,0,0,0,0,0,1,0,0,38,0.157894736842105,0,0
thumbnails\images\ElectroBOOM\15V0gUXUPko,4970,0,4500,737,0,0,0,0,0,0,0,1,0,0,37,0.135135135135135,0,0
